"id","create_uid:id","request_date","hr_employee_id:id","department_id:id","request_through:id","request_no","request_categ_id:id","request_type_id:id","source_id:id","state"
"request_15-10-11-10-00066","res.users_m1141",2015-10-15 08:25:15,"hr.employees_m1141","muti_hrms.hr_department_imgid","muti_hrms.hr_department_tigid","15-10-11-10-00066","request.categ_CASH","approval.ruleTRAVEL EXPENSES (THRU PETTY CASH FUND)_PETTY CASH FUND","request.source_PETTY CASH FUND","draft"
"request_15-10-11-10-00067","res.users_m1141",2015-10-15 08:25:15,"hr.employees_m1141","muti_hrms.hr_department_imgid","muti_hrms.hr_department_tigid","15-10-11-10-00067","request.categ_CASH","approval.ruleTRAVEL EXPENSES (THRU PETTY CASH FUND)_PETTY CASH FUND","request.source_PETTY CASH FUND","confirm"
"request_15-10-11-10-00068","res.users_m1141",2015-10-15 08:28:05,"hr.employees_m1141","muti_hrms.hr_department_imgid","muti_hrms.hr_department_tigid","15-10-11-10-00068","request.categ_CASH","approval.ruleTRAVEL EXPENSES (THRU PETTY CASH FUND)_PETTY CASH FUND","request.source_PETTY CASH FUND","confirm"
"request_15-10-11-9-00028","res.users_m1074",2015-10-15 08:17:09,"hr.employees_m1074","muti_hrms.hr_department_marketingid","muti_hrms.hr_department_tigid","15-10-11-9-00028","request.categ_CASH","approval.ruleTRAVEL EXPENSES (THRU CHECK)_TIG","request.source_TIG","draft"
"request_15-10-11-9-00029","res.users_m1074",2015-10-15 08:17:09,"hr.employees_m1074","muti_hrms.hr_department_marketingid","muti_hrms.hr_department_tigid","15-10-11-9-00029","request.categ_CASH","approval.ruleTRAVEL EXPENSES (THRU CHECK)_TIG","request.source_TIG","void"
"request_15-10-11-9-00035","res.users_m1074",2015-10-15 09:04:06,"hr.employees_m1074","muti_hrms.hr_department_marketingid","muti_hrms.hr_department_tigid","15-10-11-9-00035","request.categ_CASH","approval.ruleTRAVEL EXPENSES (THRU CHECK)_TIG","request.source_TIG","confirm"
"request_15-25-11-1-00022","res.users_m1213-epfc",2015-10-15 09:35:02,"hr.employees_m1213-epfc","muti_hrms.hr_department_epfcoperationid","muti_hrms.hr_department_epfcfinanceid","15-25-11-1-00022","request.categ_CASH","approval.ruleTRAVEL EXPENSES (THRU CHECK)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-8-00148","res.users_m0530",2015-10-15 09:30:34,"hr.employees_m0530","muti_hrms.hr_department_r&mid","muti_hrms.hr_department_mutifinanceid","15-10-11-8-00148","request.categ_PAYMENT","approval.ruleSALARIES AND WAGES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-25-24-1-00019","res.users_m0712-epfc",2015-10-15 09:50:17,"hr.employees_m0712-epfc","muti_hrms.hr_department_epfcvalenciaid","muti_hrms.hr_department_epfcfinanceid","15-25-24-1-00019","request.categ_CASH","approval.ruleREVOLVING FUND REPLENISHMENT_BU MAIN","request.source_BU MAIN","confirm"
"request_15-45-11-1-00259","res.users_m0937",2015-10-15 09:59:27,"hr.employees_m0937","muti_hrms.hr_department_pumgassinawalid","muti_hrms.hr_department_pumgassinawalid","15-45-11-1-00259","request.categ_OTHERS","approval.ruleITEM REQUEST_BU MAIN","request.source_BU MAIN","confirm"
"request_15-25-15-2-00068","res.users_m1099-epfc",2015-10-15 10:01:42,"hr.employees_m1099-epfc","muti_hrms.hr_department_epfcsurallah2id","muti_hrms.hr_department_mutisurallahid","15-25-15-2-00068","request.categ_PAYMENT","approval.ruleUTILITY BILLS/RENTALS_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-10-11-10-00069","res.users_m1102",2015-10-15 10:03:46,"hr.employees_m1102","muti_hrms.hr_department_imgid","muti_hrms.hr_department_mutifinanceid","15-10-11-10-00069","request.categ_PURCHASE","approval.ruleTRADE INVENTORY (MC)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-10-00070","res.users_m1102",2015-10-15 10:08:00,"hr.employees_m1102","muti_hrms.hr_department_imgid","muti_hrms.hr_department_mutifinanceid","15-10-11-10-00070","request.categ_PURCHASE","approval.ruleTRADE INVENTORY (MC)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-10-00071","res.users_m1102",2015-10-15 10:10:06,"hr.employees_m1102","muti_hrms.hr_department_imgid","muti_hrms.hr_department_mutifinanceid","15-10-11-10-00071","request.categ_PURCHASE","approval.ruleTRADE INVENTORY (MC)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-6-00044","res.users_m1217",2015-10-15 10:10:12,"hr.employees_m1217","muti_hrms.hr_department_misid","muti_hrms.hr_department_imgid","15-10-11-6-00044","request.categ_PURCHASE","approval.rulePURCHASES(OFFICE SUPPLIES)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-10-00072","res.users_m1102",2015-10-15 10:12:09,"hr.employees_m1102","muti_hrms.hr_department_imgid","muti_hrms.hr_department_mutifinanceid","15-10-11-10-00072","request.categ_PURCHASE","approval.ruleTRADE INVENTORY (MC)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-25-11-1-00023","res.users_m1213-epfc",2015-10-15 10:22:43,"hr.employees_m1213-epfc","muti_hrms.hr_department_epfcoperationid","muti_hrms.hr_department_epfcfinanceid","15-25-11-1-00023","request.categ_OTHERS","approval.ruleREPAIRS & MAINTENANCE_BU MAIN","request.source_BU MAIN","confirm"
"request_15-25-25-1-00017","res.users_m1250-epfc",2015-10-15 10:23:16,"hr.employees_m1250-epfc","muti_hrms.hr_department_epfcmaramagid","muti_hrms.hr_department_epfcmaramagid","15-25-25-1-00017","request.categ_PAYMENT","approval.ruleAGENT'S COMMISSIONS_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-10-11-10-00073","res.users_m1102",2015-10-15 10:34:41,"hr.employees_m1102","muti_hrms.hr_department_imgid","muti_hrms.hr_department_mutifinanceid","15-10-11-10-00073","request.categ_PURCHASE","approval.ruleTRADE INVENTORY (MC)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-8-00149","res.users_m0530",2015-10-15 10:40:10,"hr.employees_m0530","muti_hrms.hr_department_r&mid","muti_hrms.hr_department_mutifinanceid","15-10-11-8-00149","request.categ_PURCHASE","approval.rulePURCHASES(CAPEX)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-12-1-00049","res.users_m1104-muti",2015-10-15 10:47:50,"hr.employees_m1104-muti","muti_hrms.hr_department_mutiisulanid","muti_hrms.hr_department_mutiisulanid","15-15-12-1-00049","request.categ_PAYMENT","approval.rulePAYABLES_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-10-11-8-00150","res.users_m0530",2015-10-15 10:54:19,"hr.employees_m0530","muti_hrms.hr_department_r&mid","muti_hrms.hr_department_mutifinanceid","15-10-11-8-00150","request.categ_PURCHASE","approval.rulePURCHASES(CAPEX)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-12-1-00050","res.users_m1104-muti",2015-10-15 11:08:44,"hr.employees_m1104-muti","muti_hrms.hr_department_mutiisulanid","muti_hrms.hr_department_mutiisulanid","15-15-12-1-00050","request.categ_PAYMENT","approval.rulePAYABLES_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-45-11-2-00125","res.users_m1249",2015-10-14 11:08:26,"hr.employees_m1249","muti_hrms.hr_department_pumgaslagaoid","muti_hrms.hr_department_pumgaslagaoid","15-45-11-2-00125","request.categ_OTHERS","approval.ruleITEM REQUEST_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-8-00151","res.users_m0530",2015-10-15 11:26:19,"hr.employees_m0530","muti_hrms.hr_department_r&mid","muti_hrms.hr_department_mutifinanceid","15-10-11-8-00151","request.categ_PURCHASE","approval.rulePURCHASES(CAPEX)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-25-11-2-00362","res.users_m0241",2015-10-15 11:27:30,"hr.employees_m0241","muti_hrms.hr_department_epfcfinanceid","muti_hrms.hr_department_epfcfinanceid","15-25-11-2-00362","request.categ_PAYMENT","approval.rulePAYABLES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-11-1-00579","res.users_m1146",2015-10-15 11:21:08,"hr.employees_m1146","muti_hrms.hr_department_mutifinanceid","muti_hrms.hr_department_mutifinanceid","15-15-11-1-00579","request.categ_PAYMENT","approval.rulePAYABLES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-11-1-00580","res.users_m1176",2015-10-15 11:37:55,"hr.employees_m1176","muti_hrms.hr_department_mutifinanceid","muti_hrms.hr_department_mutifinanceid","15-15-11-1-00580","request.categ_CASH","approval.ruleIOU'S_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-15-1-00070","res.users_m1099-muti",2015-10-15 12:30:09,"hr.employees_m1099-muti","muti_hrms.hr_department_mutisurallahid","muti_hrms.hr_department_mutisurallahid","15-15-15-1-00070","request.categ_PAYMENT","approval.rulePAYABLES_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-10-11-7-00196","res.users_m0318",2015-10-15 13:10:42,"hr.employees_m0318","muti_hrms.hr_department_tigid","muti_hrms.hr_department_tigid","15-10-11-7-00196","request.categ_CASH","approval.ruleADVANCES FOR OPERATIONS_TIG","request.source_TIG","confirm"
"request_15-15-24-1-00013","res.users_m0712-muti",2015-10-15 13:17:07,"hr.employees_m0712-muti","muti_hrms.hr_department_mutivalenciaid","muti_hrms.hr_department_mutivalenciaid","15-15-24-1-00013","request.categ_PAYMENT","approval.ruleUTILITY BILLS/RENTALS_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-25-15-2-00069","res.users_m1099-epfc",2015-10-15 13:27:28,"hr.employees_m1099-epfc","muti_hrms.hr_department_epfcsurallah2id","muti_hrms.hr_department_mutisurallahid","15-25-15-2-00069","request.categ_PAYMENT","approval.rulePAYABLES_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-10-11-10-00074","res.users_m0347",2015-10-15 13:33:01,"hr.employees_m0347","muti_hrms.hr_department_imgid","muti_hrms.hr_department_mutifinanceid","15-10-11-10-00074","request.categ_CASH","approval.ruleTRAVEL EXPENSES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-10-00075","res.users_m0347",2015-10-15 13:46:46,"hr.employees_m0347","muti_hrms.hr_department_imgid","muti_hrms.hr_department_mutifinanceid","15-10-11-10-00075","request.categ_CASH","approval.ruleTRAVEL EXPENSES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-11-1-00581","res.users_m1146",2015-10-15 13:21:05,"hr.employees_m1146","muti_hrms.hr_department_mutifinanceid","muti_hrms.hr_department_mutifinanceid","15-15-11-1-00581","request.categ_PAYMENT","approval.rulePAYABLES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-11-1-00582","res.users_m1146",2015-10-15 13:58:00,"hr.employees_m1146","muti_hrms.hr_department_mutifinanceid","muti_hrms.hr_department_mutifinanceid","15-15-11-1-00582","request.categ_PAYMENT","approval.rulePAYABLES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-20-15-1-00088","res.users_m0372-hsoc",2015-10-15 13:58:28,"hr.employees_m0372-hsoc","muti_hrms.hr_department_hondasurallahid","muti_hrms.hr_department_misid","15-20-15-1-00088","request.categ_PURCHASE","approval.rulePURCHASES(CAPEX IT EQUIPMENT)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-11-1-00583","res.users_m1146",2015-10-15 14:01:51,"hr.employees_m1146","muti_hrms.hr_department_mutifinanceid","muti_hrms.hr_department_mutifinanceid","15-15-11-1-00583","request.categ_PAYMENT","approval.rulePAYABLES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-11-1-00584","res.users_m1146",2015-10-15 14:04:31,"hr.employees_m1146","muti_hrms.hr_department_mutifinanceid","muti_hrms.hr_department_mutifinanceid","15-15-11-1-00584","request.categ_PAYMENT","approval.rulePAYABLES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-11-1-00585","res.users_m1146",2015-10-15 14:06:59,"hr.employees_m1146","muti_hrms.hr_department_mutifinanceid","muti_hrms.hr_department_mutifinanceid","15-15-11-1-00585","request.categ_PAYMENT","approval.rulePAYABLES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-8-00152","res.users_m0530",2015-10-15 14:26:14,"hr.employees_m0530","muti_hrms.hr_department_r&mid","muti_hrms.hr_department_mutifinanceid","15-10-11-8-00152","request.categ_PURCHASE","approval.rulePURCHASES(CAPEX)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-11-1-00586","res.users_m1146",2015-10-15 14:30:39,"hr.employees_m1146","muti_hrms.hr_department_mutifinanceid","muti_hrms.hr_department_mutifinanceid","15-15-11-1-00586","request.categ_PAYMENT","approval.ruleUTILITY BILLS_BU MAIN","request.source_BU MAIN","confirm"
"request_15-25-11-1-00024","res.users_m1213-epfc",2015-10-16 00:00:00,"hr.employees_m1213-epfc","muti_hrms.hr_department_epfcoperationid","muti_hrms.hr_department_epfcfinanceid","15-25-11-1-00024","request.categ_CASH","approval.ruleTRAVEL EXPENSES (THRU CHECK)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-11-1-00587","res.users_m1146",2015-10-15 14:37:26,"hr.employees_m1146","muti_hrms.hr_department_mutifinanceid","muti_hrms.hr_department_mutifinanceid","15-15-11-1-00587","request.categ_PAYMENT","approval.ruleUTILITY BILLS_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-11-1-00588","res.users_m1146",2015-10-15 14:44:37,"hr.employees_m1146","muti_hrms.hr_department_mutifinanceid","muti_hrms.hr_department_mutifinanceid","15-15-11-1-00588","request.categ_PAYMENT","approval.ruleUTILITY BILLS_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-8-00153","res.users_m0530",2015-10-15 14:46:37,"hr.employees_m0530","muti_hrms.hr_department_r&mid","muti_hrms.hr_department_mutifinanceid","15-10-11-8-00153","request.categ_PURCHASE","approval.rulePURCHASES(CAPEX)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-25-24-1-00020","res.users_m0712-epfc",2015-10-15 14:48:26,"hr.employees_m0712-epfc","muti_hrms.hr_department_epfcvalenciaid","muti_hrms.hr_department_epfcvalenciaid","15-25-24-1-00020","request.categ_PAYMENT","approval.rulePAYABLES_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-15-11-1-00589","res.users_m1146",2015-10-15 14:48:27,"hr.employees_m1146","muti_hrms.hr_department_mutifinanceid","muti_hrms.hr_department_mutifinanceid","15-15-11-1-00589","request.categ_PAYMENT","approval.ruleRETAINER'S FEE_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-7-00197","res.users_m0318",2015-10-15 15:15:24,"hr.employees_m0318","muti_hrms.hr_department_tigid","muti_hrms.hr_department_tigid","15-10-11-7-00197","request.categ_PAYMENT","approval.rulePAYABLES_TIG","request.source_TIG","confirm"
"request_15-25-32-1-00126","res.users_m0752-epfc",2015-10-15 15:22:32,"hr.employees_m0752-epfc","muti_hrms.hr_department_epfcpanaboid","muti_hrms.hr_department_epfcpanaboid","15-25-32-1-00126","request.categ_CASH","approval.rulePETTY CASH FUND REPLENISHMENT_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-25-32-1-00127","res.users_m0752-epfc",2015-10-15 15:26:08,"hr.employees_m0752-epfc","muti_hrms.hr_department_epfcpanaboid","muti_hrms.hr_department_epfcpanaboid","15-25-32-1-00127","request.categ_PAYMENT","approval.ruleUTILITY BILLS/RENTALS_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-25-32-1-00128","res.users_m0752-epfc",2015-10-15 15:29:23,"hr.employees_m0752-epfc","muti_hrms.hr_department_epfcpanaboid","muti_hrms.hr_department_epfcpanaboid","15-25-32-1-00128","request.categ_PAYMENT","approval.ruleUTILITY BILLS/RENTALS_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-25-32-1-00129","res.users_m0752-epfc",2015-10-15 15:40:02,"hr.employees_m0752-epfc","muti_hrms.hr_department_epfcpanaboid","muti_hrms.hr_department_epfcpanaboid","15-25-32-1-00129","request.categ_PAYMENT","approval.rulePAYABLES_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-15-11-1-00590","res.users_m1176",2015-10-15 15:46:25,"hr.employees_m1176","muti_hrms.hr_department_mutifinanceid","muti_hrms.hr_department_mutifinanceid","15-15-11-1-00590","request.categ_CASH","approval.ruleIOU'S_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-11-1-00591","res.users_m1176",2015-10-15 15:48:30,"hr.employees_m1176","muti_hrms.hr_department_mutifinanceid","muti_hrms.hr_department_mutifinanceid","15-15-11-1-00591","request.categ_CASH","approval.rulePETTY CASH FUND REPLENISHMENT_BU MAIN","request.source_BU MAIN","confirm"
"request_15-25-32-1-00130","res.users_m0752-epfc",2015-10-15 15:48:25,"hr.employees_m0752-epfc","muti_hrms.hr_department_epfcpanaboid","muti_hrms.hr_department_epfcpanaboid","15-25-32-1-00130","request.categ_PAYMENT","approval.rulePAYABLES_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-15-15-1-00071","res.users_m1099-muti",2015-10-15 16:19:11,"hr.employees_m1099-muti","muti_hrms.hr_department_mutisurallahid","muti_hrms.hr_department_mutisurallahid","15-15-15-1-00071","request.categ_PAYMENT","approval.ruleAGENT'S COMMISSIONS_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-10-11-12-00459","res.users_m1258",2015-10-15 16:33:40,"hr.employees_m1258","muti_hrms.hr_department_payrollid","muti_hrms.hr_department_mutifinanceid","15-10-11-12-00459","request.categ_PAYMENT","approval.ruleSALARIES AND WAGES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-12-00460","res.users_m1258",2015-10-15 16:39:38,"hr.employees_m1258","muti_hrms.hr_department_payrollid","muti_hrms.hr_department_epfcfinanceid","15-10-11-12-00460","request.categ_PAYMENT","approval.ruleSALARIES AND WAGES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-12-00461","res.users_m1258",2015-10-15 16:45:45,"hr.employees_m1258","muti_hrms.hr_department_payrollid","muti_hrms.hr_department_hlrdcheadofficeid","15-10-11-12-00461","request.categ_PAYMENT","approval.ruleSALARIES AND WAGES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-12-00462","res.users_m1258",2015-10-15 16:56:32,"hr.employees_m1258","muti_hrms.hr_department_payrollid","muti_hrms.hr_department_hondafinanceid","15-10-11-12-00462","request.categ_PAYMENT","approval.ruleSALARIES AND WAGES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-25-33-1-00105","res.users_m0884",2015-10-15 16:57:37,"hr.employees_m0884","muti_hrms.hr_department_epfctagumid","muti_hrms.hr_department_mutitagumid","15-25-33-1-00105","request.categ_OTHERS","approval.ruleITEM  REQUEST_BRANCH","request.source_BRANCH","confirm"
"request_15-10-11-10-00076","res.users_m0347",2015-10-16 07:48:20,"hr.employees_m0347","muti_hrms.hr_department_imgid","muti_hrms.hr_department_mutifinanceid","15-10-11-10-00076","request.categ_CASH","approval.ruleTRAVEL EXPENSES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-10-00077","res.users_m0347",2015-10-16 07:52:23,"hr.employees_m0347","muti_hrms.hr_department_imgid","muti_hrms.hr_department_mutifinanceid","15-10-11-10-00077","request.categ_CASH","approval.ruleTRAVEL EXPENSES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-10-00078","res.users_m0347",2015-10-16 07:58:49,"hr.employees_m0347","muti_hrms.hr_department_imgid","muti_hrms.hr_department_mutifinanceid","15-10-11-10-00078","request.categ_CASH","approval.ruleTRAVEL EXPENSES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-25-34-1-00038","res.users_m0857",2015-10-16 08:04:42,"hr.employees_m0857","muti_hrms.hr_department_epfcmatiid","muti_hrms.hr_department_epfcmatiid","15-25-34-1-00038","request.categ_CASH","approval.rulePETTY CASH FUND REPLENISHMENT_REVOLVING FUND","request.source_REVOLVING FUND","draft"
"request_15-25-13-1-00126","res.users_m0881-epfc",2015-10-16 08:29:35,"hr.employees_m0881-epfc","muti_hrms.hr_department_epfctacurongid","muti_hrms.hr_department_epfctacurongid","15-25-13-1-00126","request.categ_OTHERS","approval.ruleREPAIRS & MAINTENANCE_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-10-11-8-00154","res.users_m0530",2015-10-16 08:27:15,"hr.employees_m0530","muti_hrms.hr_department_r&mid","muti_hrms.hr_department_mutifinanceid","15-10-11-8-00154","request.categ_PAYMENT","approval.rulePAYABLES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-8-00155","res.users_m0530",2015-10-16 08:40:07,"hr.employees_m0530","muti_hrms.hr_department_r&mid","muti_hrms.hr_department_mutifinanceid","15-10-11-8-00155","request.categ_PURCHASE","approval.rulePURCHASES(CAPEX)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-10-00079","res.users_m0347",2015-10-16 08:42:24,"hr.employees_m0347","muti_hrms.hr_department_imgid","muti_hrms.hr_department_tigid","15-10-11-10-00079","request.categ_REPAIRS","approval.ruleREPAIRS & MAINTENANCE_TIG","request.source_TIG","confirm"
"request_15-25-31-1-00094","res.users_m0670-epfc",2015-10-16 08:56:27,"hr.employees_m0670-epfc","muti_hrms.hr_department_epfcagdaoid","muti_hrms.hr_department_mutiagdaoid","15-25-31-1-00094","request.categ_PAYMENT","approval.ruleTRAVEL EXPENSES_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-10-11-8-00156","res.users_m0530",2015-10-16 08:57:19,"hr.employees_m0530","muti_hrms.hr_department_r&mid","muti_hrms.hr_department_mutifinanceid","15-10-11-8-00156","request.categ_PURCHASE","approval.rulePURCHASES(CAPEX)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-20-25-1-00013","res.users_m1250-maramag",2015-10-16 09:10:14,"hr.employees_m1250-maramag","muti_hrms.hr_department_hondamaramagid","muti_hrms.hr_department_hondamaramagid","15-20-25-1-00013","request.categ_PAYMENT","approval.ruleMARKETING EXPENSES_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-20-11-3-00062","res.users_m0070",2015-10-16 09:12:39,"hr.employees_m0070","muti_hrms.hr_department_hondamarbelid","muti_hrms.hr_department_hondamarbelid","15-20-11-3-00062","request.categ_OTHERS","approval.ruleITEM  REQUEST_BRANCH","request.source_BRANCH","confirm"
"request_15-10-11-10-00080","res.users_m0952",2015-10-16 09:18:26,"hr.employees_m0952","muti_hrms.hr_department_imgid","muti_hrms.hr_department_imgid","15-10-11-10-00080","request.categ_PURCHASE","approval.rulePURCHASES(OFFICE SUPPLIES)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-23-1-00043","res.users_m0573-muti",2015-10-16 09:25:55,"hr.employees_m0573-muti","muti_hrms.hr_department_mutilapasanid","muti_hrms.hr_department_mutilapasanid","15-15-23-1-00043","request.categ_PAYMENT","approval.ruleUTILITY BILLS/RENTALS_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-15-12-1-00051","res.users_m1104-muti",2015-10-16 09:40:03,"hr.employees_m1104-muti","muti_hrms.hr_department_mutiisulanid","muti_hrms.hr_department_mutiisulanid","15-15-12-1-00051","request.categ_PAYMENT","approval.ruleUTILITY BILLS/RENTALS_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-10-11-7-00198","res.users_m0318",2015-10-16 10:10:50,"hr.employees_m0318","muti_hrms.hr_department_tigid","muti_hrms.hr_department_tigid","15-10-11-7-00198","request.categ_PAYMENT","approval.ruleSALARIES AND WAGES_TIG","request.source_TIG","confirm"
"request_15-20-11-3-00063","res.users_m0070",2015-10-16 10:28:15,"hr.employees_m0070","muti_hrms.hr_department_hondamarbelid","muti_hrms.hr_department_hondamarbelid","15-20-11-3-00063","request.categ_OTHERS","approval.ruleITEM  REQUEST_BRANCH","request.source_BRANCH","confirm"
"request_15-45-11-1-00260","res.users_m1167",2015-10-16 10:31:32,"hr.employees_m1167","muti_hrms.hr_department_pumgassinawalid","muti_hrms.hr_department_pumgassinawalid","15-45-11-1-00260","request.categ_PAYMENT","approval.rulePAYABLES_MOTHER ACCOUNT","request.source_MOTHER ACCOUNT","confirm"
"request_15-10-11-10-00081","res.users_m0969",2015-10-16 10:29:58,"hr.employees_m0969","muti_hrms.hr_department_imgid","muti_hrms.hr_department_mutifinanceid","15-10-11-10-00081","request.categ_CASH","approval.ruleFREIGHT AND HANDLING_BU MAIN","request.source_BU MAIN","confirm"
"request_15-25-12-1-00093","res.users_m1254-epfc",2015-10-16 10:38:39,"hr.employees_m1254-epfc","muti_hrms.hr_department_epfcisulan1id","muti_hrms.hr_department_epfcisulan1id","15-25-12-1-00093","request.categ_CASH","approval.rulePETTY CASH FUND REPLENISHMENT_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-15-24-1-00014","res.users_m1234-muti val",2015-10-16 10:47:50,"hr.employees_m1234-muti val","muti_hrms.hr_department_mutivalenciaid","muti_hrms.hr_department_mutivalenciaid","15-15-24-1-00014","request.categ_PAYMENT","approval.ruleUNIT REGISTRATION_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-25-12-1-00094","res.users_m1254-epfc",2015-10-16 10:57:20,"hr.employees_m1254-epfc","muti_hrms.hr_department_epfcisulan1id","muti_hrms.hr_department_epfcfinanceid","15-25-12-1-00094","request.categ_CASH","approval.ruleREVOLVING FUND REPLENISHMENT_BU MAIN","request.source_BU MAIN","confirm"
"request_15-25-32-1-00131","res.users_m1050-epfc",2015-10-16 11:11:51,"hr.employees_m1050-epfc","muti_hrms.hr_department_epfcpanaboid","muti_hrms.hr_department_epfcpanaboid","15-25-32-1-00131","request.categ_PAYMENT","approval.ruleUNIT REGISTRATION_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-25-24-1-00021","res.users_m1234-epfc val",2015-10-16 13:59:16,"hr.employees_m1234-epfc val","muti_hrms.hr_department_epfcvalenciaid","muti_hrms.hr_department_epfcvalenciaid","15-25-24-1-00021","request.categ_PAYMENT","approval.ruleUNIT REGISTRATION_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
"request_15-15-21-1-00054","res.users_m0332-muti",2015-10-16 14:21:45,"hr.employees_m0332-muti","muti_hrms.hr_department_mutidigosid","muti_hrms.hr_department_mutifinanceid","15-15-21-1-00054","request.categ_CASH","approval.ruleREVOLVING FUND REPLENISHMENT_BU MAIN","request.source_BU MAIN","confirm"
"request_15-25-11-2-00363","res.users_m1011",2015-10-16 15:00:58,"hr.employees_m1011","muti_hrms.hr_department_epfcfinanceid","muti_hrms.hr_department_epfcfinanceid","15-25-11-2-00363","request.categ_PAYMENT","approval.rulePAYABLES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-10-11-10-00082","res.users_m1102",2015-10-16 15:15:06,"hr.employees_m1102","muti_hrms.hr_department_imgid","muti_hrms.hr_department_mutifinanceid","15-10-11-10-00082","request.categ_PURCHASE","approval.ruleTRADE INVENTORY (MC)_BU MAIN","request.source_BU MAIN","confirm"
"request_15-15-11-1-00592","res.users_m1146",2015-10-16 15:29:43,"hr.employees_m1146","muti_hrms.hr_department_mutifinanceid","muti_hrms.hr_department_mutifinanceid","15-15-11-1-00592","request.categ_PAYMENT","approval.rulePAYABLES_BU MAIN","request.source_BU MAIN","confirm"
"request_15-20-12-1-00073","res.users_m1254-hsoc",2015-10-16 15:33:30,"hr.employees_m1254-hsoc","muti_hrms.hr_department_hondaisulanid","muti_hrms.hr_department_hondaisulanid","15-20-12-1-00073","request.categ_PAYMENT","approval.ruleAGENT'S COMMISSIONS_REVOLVING FUND","request.source_REVOLVING FUND","confirm"
