"id","qty","particulars","price","amount","request_det_ids:id"
"request_det_1404",1,"travel from HS1Maramag-Koronadal",400,400,"request_15-10-11-9-00035"
"request_det_1405",1,"ADVANCES FOR OPERATION",2750,2750,"request_15-10-11-8-00148"
"request_det_1407",1,"Meals",1800,1800,"request_15-25-11-1-00022"
"request_det_1408",1,"snacks",360,360,"request_15-25-11-1-00022"
"request_det_1406",1,"Hotel Accomodation",3000,3000,"request_15-25-11-1-00022"
"request_det_1409",1,"Fuel",2500,2500,"request_15-25-11-1-00022"
"request_det_1410",1,"REVOLVING FUND REPLENISHMENT",23578.48,23578.48,"request_15-25-24-1-00019"
"request_det_1411",1,"PREMIUM 98",44.25,44.25,"request_15-45-11-1-00259"
"request_det_1412",1,"UTILITIES",10879.15,10879.15,"request_15-25-15-2-00068"
"request_det_1413",1,"PO REF# VA-2015-0002",83064,83064,"request_15-10-11-10-00069"
"request_det_1414",1,"PO REF# B-2015-0005",467984,467984,"request_15-10-11-10-00070"
"request_det_1415",1,"PO REF# B-2015-0006",563175,563175,"request_15-10-11-10-00071"
"request_det_1416",2,"HP Inkjet Print Cartridge",1470,2940,"request_15-10-11-6-00044"
"request_det_1417",1,"PO REF# S-W-0007",186000,186000,"request_15-10-11-10-00072"
"request_det_1463",1,"Repair & Maintenance",3500,3500,"request_15-25-11-1-00023"
"request_det_1418",1,"IN HOUSE COMMISSIONS",1500,1500,"request_15-25-25-1-00017"
"request_det_1419",1,"PO REF# 3S-2015-0001",111056.74,111056.74,"request_15-10-11-10-00073"
"request_det_1420",4,"epoxy primer gray guilder",600,2400,"request_15-10-11-8-00149"
"request_det_1421",6,"lacquer thinner mayon",395,2370,"request_15-10-11-8-00149"
"request_det_1422",5,"baby roller #4",75,375,"request_15-10-11-8-00150"
"request_det_1423",1,"RENT EXPENSE",20500,20500,"request_15-15-12-1-00050"
"request_det_1426",1,10/26/15,195000,195000,"request_15-15-11-1-00579"
"request_det_1427",295,"RSB 10mm",130,38350,"request_15-10-11-8-00151"
"request_det_1432",55,"Dyna Bolt 5/8 x 5"";56.0;3080.0;""request_15-10-11-8-00151",,,
"request_det_1439",3,"I-Beam 3/8 x 4"" x 6"" x 20'",12500,37500,"request_15-10-11-8-00151"
"request_det_1440",34,"Plain Bar 12mm",196,6664,"request_15-10-11-8-00151"
"request_det_1441",54,"Angle Bar 1/4 x 2-1/2 x 2-1/2 x 20'",999,53946,"request_15-10-11-8-00151"
"request_det_1431",7,"Cyclone Wire 5' x 10m",840,5880,"request_15-10-11-8-00151"
"request_det_1433",1,"MS Plate 4' x 8' x 5mm",4250,4250,"request_15-10-11-8-00151"
"request_det_1429",47,"RSB 16mm",300,14100,"request_15-10-11-8-00151"
"request_det_1430",22,"G.I. PIPE 2"" sch. 20",1414,31108,"request_15-10-11-8-00151"
"request_det_1443",23,"Angle Bar 1/4 x 2 x 2 x 20'",735,16905,"request_15-10-11-8-00151"
"request_det_1424",1,"MC",720.57,720.57,"request_15-25-11-2-00362"
"request_det_1428",1,"IOUSLIP#3899",5000,5000,"request_15-15-11-1-00580"
"request_det_1434",1,"AP OTHERS",3486.23,3486.23,"request_15-15-15-1-00070"
"request_det_1435",1,"DONATION",1000,1000,"request_15-10-11-7-00196"
"request_det_1437",1,"EASY PAY FINANCE CORPORATION",1824.47,1824.47,"request_15-15-24-1-00013"
"request_det_1436",1,"PLDT",781.92,781.92,"request_15-15-24-1-00013"
"request_det_1450",1,11/06/15,195000,195000,"request_15-15-11-1-00581"
"request_det_1442",1,"AP OTHERS",2083.48,2083.48,"request_15-25-15-2-00069"
"request_det_1444",2,"MEALS",300,600,"request_15-10-11-10-00074"
"request_det_1446",1,"SOP",700,700,"request_15-10-11-10-00074"
"request_det_1445",2,"SNACKS",60,120,"request_15-10-11-10-00074"
"request_det_1447",2,"MEALS",70,140,"request_15-10-11-10-00075"
"request_det_1448",2,"SNACKS",14,28,"request_15-10-11-10-00075"
"request_det_1449",1,"SOP",100,100,"request_15-10-11-10-00075"
"request_det_1451",1,11/27/15,195000,195000,"request_15-15-11-1-00582"
"request_det_1452",1,"UPS",0,0,"request_15-20-15-1-00088"
"request_det_1453",1,12/18/15,195000,195000,"request_15-15-11-1-00583"
"request_det_1454",1,01/22/16,195000,195000,"request_15-15-11-1-00584"
"request_det_1455",1,02/22/16,195000,195000,"request_15-15-11-1-00585"
"request_det_1457",21,"washed sand",325,6825,"request_15-10-11-8-00152"
"request_det_1456",43,"round gravel 3/4",955,41065,"request_15-10-11-8-00152"
"request_det_1461",1,"228-9849_OCT15",1140.72,1140.72,"request_15-15-11-1-00586"
"request_det_1462",1,"2%EWT",-20.37,-20.37,"request_15-15-11-1-00586"
"request_det_1464",1,"228-3983_OCT15",632.18,632.18,"request_15-15-11-1-00587"
"request_det_1465",1,"2%EWT",-11.29,-11.29,"request_15-15-11-1-00587"
"request_det_1466",1,"228-2982_OCT15",632.18,632.18,"request_15-15-11-1-00588"
"request_det_1467",1,"2%EWT",-11.29,-11.29,"request_15-15-11-1-00588"
"request_det_1468",350,"portland cement",255,89250,"request_15-10-11-8-00153"
"request_det_1471",437,"long span rib type 4mm x 1.2 x 23m",220,96140,"request_15-10-11-8-00153"
"request_det_1472",32,"long span rib type 4mm x 1.2 x 1.7m",220,7040,"request_15-10-11-8-00153"
"request_det_1473",96,"C-purlins 1.2mm x 2"" x 4"" x 20'",600,57600,"request_15-10-11-8-00153"
"request_det_1474",1700,"rivets 1/8 x 1/2",0.3,510,"request_15-10-11-8-00153"
"request_det_1475",1653,"teks screw 12 x 45",1.5,2479.5,"request_15-10-11-8-00153"
"request_det_1469",1,"MUTI VALENCIA",18355.41,18355.41,"request_15-25-24-1-00020"
"request_det_1470",1,"PHL0100163152",21280,21280,"request_15-15-11-1-00589"
"request_det_1478",1,"SOA 08/1-15/2015,08/17-31/2015,09/1-15/2015,09/16-",4638.26,4638.26,"request_15-10-11-7-00197"
"request_det_1479",1,"SOA 08/1-15/2015,08/17-31/2015,09/1-15/2015,09/16-",3551.36,3551.36,"request_15-10-11-7-00197"
"request_det_1480",1,"SOA 08/1-15/2015,08/17-31/2015,09/1-15/2015,09/16-",5417.97,5417.97,"request_15-10-11-7-00197"
"request_det_1481",1,"SOA 08/1-15/2015,08/17-31/2015,09/1-15/2015,09/16-",10590.52,10590.52,"request_15-10-11-7-00197"
"request_det_1477",1,"PCFS-3010-15-000000028",1813.5,1813.5,"request_15-25-32-1-00126"
"request_det_1483",1,"30% SHARE PLDT BILL",913.13,913.13,"request_15-25-32-1-00127"
"request_det_1482",1,"70% SHARE PLDT BILL",2130.65,2130.65,"request_15-25-32-1-00127"
"request_det_1484",1,"70% SHARE ELECTRIC BILL",4758.58,4758.58,"request_15-25-32-1-00128"
"request_det_1485",1,"30% SHARE ELECTRIC BILL",2039.39,2039.39,"request_15-25-32-1-00128"
"request_det_1512",1,"SOA SEPT. 1-19, 2015",1449.88,1449.88,"request_15-25-32-1-00129"
"request_det_1513",1,"SOA SEPT. 16-30, 2015",2263.09,2263.09,"request_15-25-32-1-00129"
"request_det_1486",1,"SOA AUG. 16-31, 2015",1839.08,1839.08,"request_15-25-32-1-00129"
"request_det_1487",1,"IOUSLIP#3900",5000,5000,"request_15-15-11-1-00590"
"request_det_1489",1,"SOA SEPT. 16-30, 2015 (GIVE AWAYS)",5768,5768,"request_15-25-32-1-00130"
"request_det_1488",1,"62M001000361",4780,4780,"request_15-15-11-1-00591"
"request_det_1490",1,"AGENTS COMMISSION ",12300,12300,"request_15-15-15-1-00071"
"request_det_1491",1,"Project Payroll (Oct. 8-14,2015) ",8312.5,8312.5,"request_15-10-11-12-00459"
"request_det_1492",1,"Project Payroll (Oct. 8-14,2015)",1973.7,1973.7,"request_15-10-11-12-00460"
"request_det_2096",1,"Project Payroll (Oct. 15-21, 2015)",1650,1650,"request_15-10-11-12-00493"
"request_det_1493",1,"Project Payroll (Oct. 8-14, 2015)",2265.6,2265.6,"request_15-10-11-12-00461"
"request_det_1792",17.25,"PREMIUM 98",44.05,759.8625,"request_15-45-11-2-00126"
"request_det_1506",1,"Project Payroll (Oct. 8-14, 2015)",1100,1100,"request_15-10-11-12-00462"
"request_det_1495",1,"teppet oring",64,64,"request_15-25-33-1-00105"
"request_det_1494",1,"honda oil .8 ml",165,165,"request_15-25-33-1-00105"
"request_det_1581",1,"Fuel",4000,4000,"request_15-25-11-1-00024"
"request_det_1577",1,"Hotel Accomodation",6000,6000,"request_15-25-11-1-00024"
"request_det_1579",1,"snacks",540,540,"request_15-25-11-1-00024"
"request_det_1578",1,"Meals",2700,2700,"request_15-25-11-1-00024"
"request_det_1496",2,"MEALS",50,100,"request_15-10-11-10-00076"
"request_det_1498",1,"SOP",100,100,"request_15-10-11-10-00076"
"request_det_1497",2,"SNACKS",10,20,"request_15-10-11-10-00076"
"request_det_1501",1,"SOP",100,100,"request_15-10-11-10-00077"
"request_det_1500",2,"SNACKS",14,28,"request_15-10-11-10-00077"
"request_det_1499",2,"MEALS",70,140,"request_15-10-11-10-00077"
"request_det_1503",2,"SNACKS",60,120,"request_15-10-11-10-00078"
"request_det_1502",2,"MEALS",300,600,"request_15-10-11-10-00078"
"request_det_1504",1,"SOP",600,600,"request_15-10-11-10-00078"
"request_det_1509",1,"S.O.P",150,150,"request_15-25-34-1-00038"
"request_det_1510",1,"PROFESSIONAL FEE",15000,15000,"request_15-10-11-8-00154"
"request_det_1511",1,"TUBE",136,136,"request_15-25-13-1-00126"
"request_det_1514",15,"welding rod N-55",98,1470,"request_15-10-11-8-00155"
"request_det_1521",1,"LABOR CHARGE DOWN SPRING LIPS ASSY",2500,2500,"request_15-10-11-10-00079"
"request_det_1517",4,"LABOR CHARGE BRAKE LINING",500,2000,"request_15-10-11-10-00079"
"request_det_1520",1,"LABOR CHARGE ALIGN PROPELLER",800,800,"request_15-10-11-10-00079"
"request_det_1518",8,"LABOR  CHARGE RUBBER CUP",187.5,1500,"request_15-10-11-10-00079"
"request_det_1519",1,"LABOR CHARGE DEFFERENTIAL CARRIER",3500,3500,"request_15-10-11-10-00079"
"request_det_1523",1,"LABOR CHARGE CHANGE OIL TRANSMISSION",200,200,"request_15-10-11-10-00079"
"request_det_1516",1,,2100,2100,"request_15-25-31-1-00094"
"request_det_1524",2,"lacquer thinner",395,790,"request_15-10-11-8-00156"
"request_det_1525",4,"cup brass 4"";95.0;380.0;""request_15-10-11-8-00156",,,
"request_det_1526",5,"paint brush 2"";35.0;175.0;""request_15-10-11-8-00156",,,
"request_det_1522",12,"epoxy primer gray",600,7200,"request_15-10-11-8-00156"
"request_det_1527",1,"DROP BANNER",1860,1860,"request_15-20-25-1-00013"
"request_det_1528",20,"cash sales invoice",0,0,"request_15-20-11-3-00062"
"request_det_1529",20,"CLIENTS INFORMATION AND INVESTIGATION REPORT(CIIR)",220,4400,"request_15-10-11-10-00080"
"request_det_1530",10,"CREDIT DOCUMENTS CHECKLIST",90,900,"request_15-10-11-10-00080"
"request_det_1532",1,"BOARDING HOUSE RENTAL",2000,2000,"request_15-15-23-1-00043"
"request_det_1531",1,"POSTAGE & COMMUNICATION",476.56,476.56,"request_15-15-12-1-00051"
"request_det_1533",1,"CARLITO DELA TORRE SALARY FOR OCT.1-15 2015",2420,2420,"request_15-10-11-7-00198"
"request_det_1829",1,"SALARY",1696,1696,"request_15-45-11-2-00129"
"request_det_1832",1,"TELEPHONE BILL",2912,2912,"request_15-45-11-2-00128"
"request_det_1828",1,"TRAVEL & TRANSPORTATION",288,288,"request_15-45-11-2-00129"
"request_det_1535",1,"FREIGHT AND HANDLING",7000,7000,"request_15-10-11-10-00081"
"request_det_1534",1,"SEE ATTACHMENT CI# 11501",1096,1096,"request_15-45-11-1-00260"
"request_det_1536",1,"PCFS-3019-15-000000021",2711.9,2711.9,"request_15-25-12-1-00093"
"request_det_1537",1,"UNIT REGISTRATION & CLEARANCE EXPENSE",1144.06,1144.06,"request_15-15-24-1-00014"
"request_det_1539",1,"RFLR#16",7570.1,7570.1,"request_15-25-12-1-00094"
"request_det_1540",5,"CAR-3010-15-000000046",1375.31,6876.55,"request_15-25-32-1-00131"
"request_det_1543",5,"CAR-3010-15-000000049",1375.31,6876.55,"request_15-25-32-1-00131"
"request_det_1542",5,"CAR-3010-15-000000048",1375.31,6876.55,"request_15-25-32-1-00131"
"request_det_1545",4,"CAR-3010-15-000000051",1375.31,5501.24,"request_15-25-32-1-00131"
"request_det_1541",5,"CAR-3010-15-000000047",1375.31,6876.55,"request_15-25-32-1-00131"
"request_det_1544",5,"CAR-3010-15-000000050",1375.31,6876.55,"request_15-25-32-1-00131"
"request_det_1546",6,"UNIT REGISTRATION & PROCESSING FUND",1144.06,6864.36,"request_15-25-24-1-00021"
"request_det_1547",1,"RF0402_105",8914.04,8914.04,"request_15-15-21-1-00054"
"request_det_1548",1,"%age Tax",267721.95,267721.95,"request_15-25-11-2-00363"
"request_det_1549",1,"PO REF# K-0009",231037.56,231037.56,"request_15-10-11-10-00082"
"request_det_1550",1,"SOA NO. 080",161243.7,161243.7,"request_15-15-11-1-00592"
"request_det_1551",1,"2%EWT",-2879.35,-2879.35,"request_15-15-11-1-00592"
"request_det_1552",11,"AGENTS COMMISSIONS",1000,11000,"request_15-20-12-1-00073"
"request_det_1554",1,"2%EWT",-898.38,-898.38,"request_15-15-11-1-00593"
"request_det_1555",1,"SOA NO. 081",50309.4,50309.4,"request_15-15-11-1-00593"
"request_det_1553",4,"SUPER REGULAR 91",43.2,172.8,"request_15-45-11-1-00261"
"request_det_1556",1,"PCFRS 62-0303-000179",1664.6,1664.6,"request_15-20-12-1-00074"
"request_det_1558",1,"BARCODE READER",0,0,"request_15-15-11-3-00117"
"request_det_1557",1,"UPS",0,0,"request_15-15-11-3-00117"
"request_det_1559",1,"COMPUTER",0,0,"request_15-15-11-3-00117"
"request_det_1566",1,"MOTORCYCLE PARTS (RE-NE)",3320.49,3320.49,"request_15-15-11-1-00594"
"request_det_1565",1,"BICYCLE AND PARTS (RE-NE)",6648.5,6648.5,"request_15-15-11-1-00594"
"request_det_1560",1,"A/P OTHERS",4237.97,4237.97,"request_15-15-33-1-00111"
"request_det_1562",1,"SOA NO. 082",37531.7,37531.7,"request_15-15-11-1-00595"
"request_det_1563",1,"2%EWT",-670.21,-670.21,"request_15-15-11-1-00595"
"request_det_1564",1,"shield all protectant 250ml",126,126,"request_15-25-15-1-00097"
"request_det_1569",1,"fund transfer",900000,900000,"request_15-25-11-2-00364"
"request_det_1568",2,"SNACKS",10,20,"request_15-10-11-10-00083"
"request_det_1567",2,"MEALS",60,120,"request_15-10-11-10-00083"
"request_det_1570",1,"Fund transfer",3000000,3000000,"request_15-25-11-2-00365"
"request_det_1571",1,"ROD/BIR REG.",15000,15000,"request_15-25-11-2-00367"
"request_det_1573",1,"Fund Tranfer",1200000,1200000,"request_15-25-11-2-00366"
"request_det_1575",2,"SNACKS",10,20,"request_15-10-11-10-00084"
"request_det_1572",2,"MEALS",50,100,"request_15-10-11-10-00084"
"request_det_1576",1,"SOP",150,150,"request_15-10-11-10-00084"
"request_det_1574",1,"tube",104.37,104.37,"request_15-20-15-1-00089"
"request_det_1580",1,"MC UNITS",1071700,1071700,"request_15-25-11-2-00368"
"request_det_1795",4000,"DIESEL",27.2969975,109187.99,"request_15-45-11-2-00127"
"request_det_1796",4000,"PREMIUM 91",37.797,151188,"request_15-45-11-2-00127"
"request_det_1582",1,"TIRE",0,0,"request_15-25-14-1-00092"
"request_det_1583",1,,1995.3,1995.3,"request_15-25-21-1-00180"
"request_det_1591",1,,1092,1092,"request_15-25-21-1-00181"
"request_det_1596",1,"MUTI DIGOS ",468,468,"request_15-25-21-1-00181"
"request_det_1589",7,"Lodging",700,4900,"request_15-25-11-3-00060"
"request_det_1585",8,"Breakfast",100,800,"request_15-25-11-3-00060"
"request_det_1586",8,"lunch ",100,800,"request_15-25-11-3-00060"
"request_det_1587",8,"dinner",100,800,"request_15-25-11-3-00060"
"request_det_1588",1,"snacks",480,480,"request_15-25-11-3-00060"
"request_det_1590",1,"Fare",1000,1000,"request_15-25-11-3-00060"
"request_det_1584",5,"in house commissions",1000,5000,"request_15-15-33-1-00112"
"request_det_1592",1,"ADVANCES TO OFFICERS & EMPLOYEES",3310,3310,"request_15-20-15-1-00090"
"request_det_1595",1,"PREMIUM 98",44.25,44.25,"request_15-45-11-1-00262"
"request_det_1597",1,"SEE ATTACHED FILE",0,0,"request_15-20-11-3-00064"
"request_det_1594",1,"SOA- FUEL CONSUMPTION",3271.61,3271.61,"request_15-25-23-1-00073"
"request_det_1602",1,"SEE ATTACHMENT MI# 03097002991",3690,3690,"request_15-45-11-1-00265"
"request_det_1600",1,"SEE ATTACHMENT MI# 03097002991",3690,3690,"request_15-45-11-1-00266"
"request_det_1601",1,"FARE ALLOWANCE",500,500,"request_15-25-32-1-00132"
"request_det_1599",1,"MEALS",1000,1000,"request_15-25-32-1-00132"
"request_det_1598",2,"LODGING",600,1200,"request_15-25-32-1-00132"
"request_det_1607",1,"PCFRS 62V001000227",2521.25,2521.25,"request_15-15-11-3-00118"
"request_det_1605",24,"HONDA 1L OIL-SPECIAL",171,4104,"request_15-15-24-1-00016"
"request_det_1606",12,"SUZUKI OIL",171,2052,"request_15-15-24-1-00016"
"request_det_1603",24,"KAWASAKI OIL",195,4680,"request_15-15-24-1-00016"
"request_det_1604",1,"SOA",4960,4960,"request_15-25-14-1-00093"
"request_det_1608",1,"SEE ATTACHMENTS (MI # 03097002991",3690,3690,"request_15-45-11-1-00267"
"request_det_1611",3,"CI ALLOW",600,1800,"request_15-25-11-5-00002"
"request_det_1609",1,"SNACKS",537,537,"request_15-25-11-5-00002"
"request_det_1610",1,"PENALTY FEES",1000,1000,"request_15-20-15-1-00091"
"request_det_1834",1,"PETTY CASH",2275.65,2275.65,"request_15-45-11-2-00130"
"request_det_1612",1,"OIL",144.99,144.99,"request_15-25-15-1-00098"
"request_det_1613",1,"PACKING COCK",8.4,8.4,"request_15-25-15-1-00098"
"request_det_1615",1,"BL # 78809",1410.38,1410.38,"request_15-10-11-10-00085"
"request_det_1616",0,"GASOLINE FROM 10/01-15/2015",2456.56,0,"request_15-25-31-2-00178"
"request_det_1617",1,"SIDECAR",19000,19000,"request_15-20-15-1-00092"
"request_det_1626",1,"SIDECAR",19000,19000,"request_15-20-15-1-00093"
"request_det_1619",1,"OIL",134.4,134.4,"request_15-25-15-2-00070"
"request_det_1620",1,"AR-TRADE OCT.1-15",3205,3205,"request_15-25-11-2-00369"
"request_det_1622",1,"AR-TRADE AUG.16-31",4696,4696,"request_15-25-11-2-00369"
"request_det_1623",1,"AR-TRADE JUNE16-30",1520,1520,"request_15-25-11-2-00369"
"request_det_1621",1,"AR-TRADE SEP.16-30",4249,4249,"request_15-25-11-2-00369"
"request_det_1618",1,"PREMIUM 95",43.8,43.8,"request_15-45-11-1-00268"
"request_det_1625",1,"62-V001-000228",2165.37,2165.37,"request_15-15-11-3-00119"
"request_det_1624",1,"FUND TRANSFER",1000000,1000000,"request_15-15-11-1-00598"
"request_det_1628",1,"SOA No. 15-1507",1947.64,1947.64,"request_15-15-11-5-00153"
"request_det_1629",1,"SOA No. 15-1714",991.6,991.6,"request_15-15-11-5-00153"
"request_det_1627",1,"Order # 1510000703",370228.77,370228.77,"request_15-20-12-1-00075"
"request_det_1631",1,"FUND TRANSFER",900000,900000,"request_15-15-11-1-00599"
"request_det_1630",1,"PCFRS 2015-127 PCV # 3684-3707",11795.97,11795.97,"request_15-10-11-7-00200"
"request_det_1721",1,"PCFRS 2015-128, PCV # 3704-3727",13413.17,13413.17,"request_15-10-11-7-00199"
"request_det_1632",1,"FUND TRANSFER",600000,600000,"request_15-15-11-1-00600"
"request_det_1643",1,"From Sep 17-30, 2015",4945.58,4945.58,"request_15-15-11-5-00154"
"request_det_1637",1,"From July 16-31, 2015",929,929,"request_15-15-11-5-00154"
"request_det_1636",1,"From July 16-31, 2015",5458.21,5458.21,"request_15-15-11-5-00154"
"request_det_1634",1,"From June 16-30, 2015",4057.57,4057.57,"request_15-15-11-5-00154"
"request_det_1638",1,"From Aug 1-15, 2015",909,909,"request_15-15-11-5-00154"
"request_det_1639",1,"From Aug 17-31, 2015",5615.57,5615.57,"request_15-15-11-5-00154"
"request_det_1641",1,"From Aug 18-31, 2015",895,895,"request_15-15-11-5-00154"
"request_det_1642",1,"From Sep 1-15, 2015",4814.32,4814.32,"request_15-15-11-5-00154"
"request_det_1633",1,"10%NET_SEP15",224019.56,224019.56,"request_15-15-11-1-00601"
"request_det_1635",1,"PO#4915",112000,112000,"request_15-10-11-10-00086"
"request_det_1644",1,"PCFS300315000000012",2393.91,2393.91,"request_15-25-11-6-00138"
"request_det_1645",1,"ROMERA,RYMER",700,700,"request_15-25-21-1-00182"
"request_det_1646",1,"ROJAS,JUNALOU",700,700,"request_15-25-21-1-00182"
"request_det_1647",1,"ORDANEZA,OLIVER",700,700,"request_15-25-21-1-00182"
"request_det_1648",1,"RF-15-0028§0",15504.66,15504.66,"request_15-25-31-2-00179"
"request_det_1649",1,"RF15-00024-Ø0",98982.99,98982.99,"request_15-25-15-2-00071"
"request_det_1650",1,"EXTRA SALARY OCT. 16-31, 2015",62400,62400,"request_15-10-11-12-00463"
"request_det_1651",1,"KEYBOARD",350,350,"request_15-10-11-10-00087"
"request_det_1652",1,"PAYROLL OCT 16-31, 2015",58756.27,58756.27,"request_15-10-11-12-00464"
"request_det_1653",1,"PAYROLL OCT 16-31, 2015",91422.36,91422.36,"request_15-10-11-12-00465"
"request_det_1654",1,"SOA SEPT. 1-30, 2015",16156.85,16156.85,"request_15-25-11-6-00139"
"request_det_1655",1,"PAYROLL OCT 16-31, 2015",31595.48,31595.48,"request_15-10-11-12-00466"
"request_det_1657",1,"SOA SEP.1-15, 2015",3278.33,3278.33,"request_15-25-11-2-00370"
"request_det_1656",1,"SOA OCT.1-31, 2015",18172.68,18172.68,"request_15-25-11-6-00140"
"request_det_1658",1,"PAYROLL OCT 16-31, 2015",471556.54,471556.54,"request_15-10-11-12-00467"
"request_det_1662",5,"Bond Paper Substance 20",130,650,"request_15-10-11-12-00469"
"request_det_1661",4,"Red Ballpen",8,32,"request_15-10-11-12-00469"
"request_det_1663",20,"Long Folder Red",7,140,"request_15-10-11-12-00469"
"request_det_1664",20,"Long Folder Green",7,140,"request_15-10-11-12-00469"
"request_det_1666",20,"Long Folder Blue",7,140,"request_15-10-11-12-00469"
"request_det_1660",6,"Black Ballpen",8,48,"request_15-10-11-12-00469"
"request_det_1667",10,"Office King - 5.5x9.5 (carbonless)",660,6600,"request_15-10-11-12-00469"
"request_det_1659",1,"PAYROLL OCT 16-31, 2015",220593.95,220593.95,"request_15-10-11-12-00468"
"request_det_1665",1,"PAYROLL OCT 16-31, 2015",184557.73,184557.73,"request_15-10-11-12-00470"
"request_det_1668",1,"PAYROLL OCT 16-31, 2015",475635.75,475635.75,"request_15-10-11-12-00471"
"request_det_1669",1,"PAYROLL OCT 16-31, 2015",81323.5,81323.5,"request_15-10-11-12-00472"
"request_det_1670",1,"PETTY CASH",4251.36,4251.36,"request_15-25-25-1-00018"
"request_det_1671",1,"REQUEST #148",19000,19000,"request_15-15-15-1-00072"
"request_det_1672",1,"REQUEST 147",19000,19000,"request_15-15-15-1-00073"
"request_det_1673",1,"PAYROLL OCT. 16-31, 2015",6622.22,6622.22,"request_15-10-11-12-00473"
"request_det_1675",1,"MUTI ACCT-STAREX OCT 16-31, 2015",5000,5000,"request_15-10-11-12-00474"
"request_det_1674",13,"ACCRUED COMMISSION & INCENTIVES",1000,13000,"request_15-20-15-1-00094"
"request_det_1676",1,"RBN LOAN - OCT 16-31, 2015",3377.78,3377.78,"request_15-10-11-12-00475"
"request_det_1677",1,"travel allow",0,0,"request_15-15-21-1-00055"
"request_det_1678",1,"TRANSACTION#:62-0147-000172",2101.75,2101.75,"request_15-15-33-1-00114"
"request_det_1680",2,"SNACKS",14,28,"request_15-10-11-10-00088"
"request_det_1681",1,"SOP",200,200,"request_15-10-11-10-00088"
"request_det_1679",2,"MEALS",70,140,"request_15-10-11-10-00088"
"request_det_1684",2,"SNACKS",100,200,"request_15-10-11-10-00089"
"request_det_1685",1,"SOP",1200,1200,"request_15-10-11-10-00089"
"request_det_1686",1,"GASOLINE",500,500,"request_15-10-11-10-00089"
"request_det_1687",2,"LODGING",300,600,"request_15-10-11-10-00089"
"request_det_1683",2,"MEALS",500,1000,"request_15-10-11-10-00089"
"request_det_1688",1,"BC 508463",580,580,"request_15-15-11-5-00155"
"request_det_1691",1,"SOP - Solid Labor",200,200,"request_15-10-11-10-00090"
"request_det_1689",2,"lunch",100,200,"request_15-10-11-10-00090"
"request_det_1690",2,"snack",20,40,"request_15-10-11-10-00090"
"request_det_1693",1,"GEAR OIL THUBAN #140",195,195,"request_15-10-11-10-00091"
"request_det_1692",1,"GEAR OIL THUBAN #140",790,790,"request_15-10-11-10-00091"
"request_det_1696",2,"LED bulb 9W",205,410,"request_15-10-11-8-00157"
"request_det_1694",1,"RF#0104-112",3508.4,3508.4,"request_15-15-14-1-00051"
"request_det_1695",1,"RF#0104-113",357,357,"request_15-15-14-1-00052"
"request_det_1703",1,"assorted spareparts",3000,3000,"request_15-15-11-3-00120"
"request_det_1697",1,"GLASS INSTALLATION",38596,38596,"request_15-25-31-1-00095"
"request_det_1700",1,"silicone gasket",95,95,"request_15-10-11-8-00158"
"request_det_1701",1,"garlock gasket 3/32 3ft x 4ft",900,900,"request_15-10-11-8-00158"
"request_det_1702",3,"radiator coolant",810,2430,"request_15-10-11-8-00158"
"request_det_1698",1,"RENT EXPENSE",7500,7500,"request_15-15-24-1-00017"
"request_det_1699",1,"EASY PAY FINANCE CORPORATION",7500,7500,"request_15-15-24-1-00017"
"request_det_1705",2,"Mop",0,0,"request_15-15-11-5-00156"
"request_det_1707",1,"Pail",0,0,"request_15-15-11-5-00156"
"request_det_1708",1,"Powder Detergent Soap",0,0,"request_15-15-11-5-00156"
"request_det_1704",20,"CASH SALES INVOICE RECEIPTS LAST OR#122500",0,0,"request_15-20-12-1-00076"
"request_det_1706",10,"PCV LAST OR# 9400",0,0,"request_15-20-12-1-00076"
"request_det_1718",1,"SEE ATACHED SPARE PARTS ORDERS",0,0,"request_15-20-12-1-00077"
"request_det_1709",1,"battery 6V for emergency light",330,330,"request_15-10-11-8-00159"
"request_det_1712",1,"62-0104-000345",445.2,445.2,"request_15-15-14-1-00053"
"request_det_1710",1,"62-0104-000343",226.5,226.5,"request_15-15-14-1-00053"
"request_det_1711",1,"62-0104-000344",553.5,553.5,"request_15-15-14-1-00053"
"request_det_1714",1,"PCFS-3004-15-000000031",1336.95,1336.95,"request_15-25-14-1-00094"
"request_det_1713",1,"PCFS-3004-15-000000030",1046.85,1046.85,"request_15-25-14-1-00094"
"request_det_1716",1,"PCFS-3004-15-000000032",1708.98,1708.98,"request_15-25-14-1-00094"
"request_det_1717",1,"MUTI VALENCIA",285.02,285.02,"request_15-25-24-1-00022"
"request_det_1715",1,"PETTY CASH REPLENISHMENT",2705.03,2705.03,"request_15-25-24-1-00022"
"request_det_1719",1,"CHAIN420X120L",160.65,160.65,"request_15-25-21-1-00183"
"request_det_1720",1,"PLDT BILL",990,990,"request_15-45-11-1-00270"
"request_det_1723",4000,"SUPER REGULAR 91",40.497005,161988.02,"request_15-45-11-1-00271"
"request_det_1722",16000,"DIESEL",27.397014375,438352.23,"request_15-45-11-1-00271"
"request_det_1724",1,"PREMIUM 95",43.8,43.8,"request_15-45-11-1-00272"
"request_det_1726",1,"SOA OCT.5-11,2015",1168.02,1168.02,"request_15-10-11-7-00201"
